Study_Hours_per_Week,Attendance (%),Midterm_Score,Assignments_Avg,Quizzes_Avg,Final_Score
20.2,74.12,54.48,80.67,64.6,64.2
12.7,85.14,79.05,51.49,84.91,73.95
25.6,53.4,59.74,75.21,83.29,69.44
28.9,59.69,96.07,90.21,83.66,88.1
25.5,60.73,94.67,77.5,85.41,85.76
5.0,86.91,48.26,63.48,78.92,58.11
20.9,59.46,100.0,89.31,56.21,88.29
6.3,78.67,53.57,63.49,98.81,64.64
11.4,60.76,80.2,86.65,96.55,78.31
6.5,93.08,100.0,80.51,63.54,88.77
20.1,97.11,98.97,58.5,74.17,83.99
22.2,75.92,100.0,95.26,94.25,95.12
7.9,67.62,62.93,60.03,100.0,65.05
14.6,61.7,50.71,99.48,100.0,72.54
16.4,52.49,56.22,50.37,97.99,59.69
14.2,63.43,74.29,63.17,61.71,70.29
8.0,82.71,89.99,59.99,99.32,78.84
15.5,76.68,53.66,50.7,96.96,64.65
23.8,97.2,86.72,86.62,74.05,86.8
6.8,69.81,61.45,84.67,74.81,68.46
7.0,84.69,62.57,89.62,78.38,73.55
13.9,74.47,83.89,62.83,86.58,78.92
28.5,75.63,76.57,72.22,67.37,77.45
21.7,63.39,95.23,82.96,56.13,86.42
22.0,72.75,55.96,71.99,61.38,65.18
14.0,73.54,91.6,84.87,77.1,85.04
19.8,85.33,49.79,81.7,69.0,63.27
5.3,97.03,53.23,55.73,91.57,62.46
20.9,66.47,85.64,89.05,60.67,83.23
27.8,52.11,99.64,86.03,100.0,94.15
20.3,74.81,61.25,82.79,99.74,70.3
26.8,77.22,67.67,57.75,98.9,75.45
23.1,58.42,79.16,63.4,90.78,76.33
8.0,88.02,55.09,69.66,59.53,63.12
27.6,99.25,96.95,64.0,75.75,88.41
6.7,97.29,88.43,61.39,60.25,75.31
18.3,59.86,54.21,90.27,100.0,71.98
8.6,93.77,70.41,81.91,71.56,73.91
5.3,85.22,88.08,78.27,83.97,85.06
15.6,72.69,64.92,61.3,92.65,68.75
12.4,77.03,81.71,95.9,100.0,86.44
17.2,92.48,48.17,59.56,91.35,57.51
19.4,74.01,82.34,89.75,89.12,83.25
6.1,68.66,50.99,98.33,79.2,63.16
8.1,74.66,92.26,86.35,85.45,85.83
19.0,78.96,67.03,99.64,60.69,75.9
13.6,59.45,60.97,82.55,99.15,69.72
23.2,95.05,97.41,60.87,80.84,88.96
21.3,83.71,49.4,60.19,55.62,56.49
26.1,81.66,71.63,66.23,99.97,78.23
22.3,54.97,68.89,50.36,77.49,70.33
15.7,80.21,61.8,84.08,98.47,74.66
21.8,56.05,100.0,63.43,96.65,88.36
11.9,53.93,88.63,90.76,96.24,82.39
12.7,76.37,47.65,67.96,57.15,58.12
24.7,70.14,90.29,74.0,66.79,83.52
16.2,79.44,76.5,98.28,99.68,81.69
25.0,54.46,100.0,62.11,98.68,88.4
25.6,71.55,66.46,86.06,78.06,77.45
26.4,58.74,82.37,87.76,77.27,80.97
27.9,99.36,78.42,61.05,62.42,77.14
15.8,78.06,74.11,75.05,100.0,78.09
13.0,84.37,71.27,67.51,64.71,70.08
19.6,66.27,58.22,88.6,64.87,69.41
14.3,54.74,89.63,81.12,87.91,87.64
20.0,98.79,73.08,73.8,66.57,74.38
22.6,64.31,100.0,88.97,100.0,94.3
22.2,71.19,62.31,61.76,54.26,65.92
14.4,82.49,85.28,87.68,55.55,83.0
9.2,51.23,99.2,93.27,80.84,90.02
15.8,90.51,84.55,93.93,80.04,84.72
8.6,76.83,94.86,89.18,63.52,82.16
27.3,63.91,97.84,70.4,78.95,87.12
13.6,53.08,65.69,99.09,76.53,71.74
8.9,58.12,78.68,68.98,98.66,78.07
5.6,94.75,51.06,81.93,55.38,60.46
21.1,84.3,78.46,58.05,100.0,77.39
20.9,62.5,60.1,99.02,87.16,73.63
13.5,53.28,88.67,85.2,62.7,80.35
6.8,84.53,73.72,87.67,57.6,77.02
15.2,78.62,69.23,53.29,80.11,71.13
12.8,70.23,59.97,88.17,67.03,71.32
21.9,68.18,100.0,88.74,70.38,92.87
20.1,60.84,50.33,83.59,67.28,63.09
14.1,83.48,46.84,64.6,86.39,62.63
10.4,98.53,56.16,74.48,82.15,64.77
29.7,58.79,100.0,55.52,57.23,83.11
16.4,79.86,100.0,73.58,80.74,88.22
22.2,71.21,85.96,62.19,93.29,82.6
8.5,72.33,95.36,67.45,58.11,80.18
17.1,62.71,57.97,58.13,97.98,64.88
5.7,91.26,100.0,61.5,82.61,82.89
17.6,74.26,53.85,53.83,100.0,63.84
29.1,77.17,54.8,96.0,63.17,66.87
14.6,65.24,51.11,76.52,100.0,63.2
6.0,59.09,76.19,69.84,86.4,76.13
5.8,54.3,88.6,76.75,82.98,83.41
14.7,85.71,66.41,81.41,80.64,73.57
9.0,59.81,100.0,96.09,56.95,89.53
5.6,84.5,67.75,58.93,100.0,68.74
23.9,69.52,56.2,64.78,86.09,64.25
16.5,70.79,72.91,98.79,60.51,76.53
12.2,73.46,84.4,68.56,55.16,73.51
27.5,68.39,98.18,51.13,55.61,83.26
7.9,55.03,69.9,57.38,83.91,68.09
28.9,65.48,84.29,51.32,83.78,76.79
12.8,83.19,59.88,99.5,80.95,75.39
27.2,83.29,86.91,63.94,69.18,82.4
20.1,64.31,100.0,96.18,82.36,95.12
25.7,73.01,50.65,99.79,81.81,68.54
29.6,59.67,100.0,79.99,55.77,89.3
12.2,60.52,77.4,51.66,67.22,71.26
29.0,51.15,63.83,54.08,55.9,64.86
14.7,94.84,100.0,74.08,99.45,94.78
14.6,60.54,73.38,70.31,90.48,74.04
13.5,61.38,63.95,80.31,100.0,71.23
18.5,63.98,56.44,71.94,69.43,65.44
8.9,56.37,57.34,96.7,99.72,68.4
18.8,81.96,95.61,76.74,84.75,90.26
18.5,53.76,82.41,84.69,77.74,78.59
24.0,56.71,100.0,94.82,66.82,93.44
25.8,82.24,61.66,57.34,90.36,67.29
16.0,66.98,52.07,61.49,98.9,63.65
12.6,85.4,44.15,55.37,65.09,55.65
11.5,77.87,73.92,56.98,62.19,69.62
9.9,62.8,100.0,75.63,89.35,86.58
6.4,82.54,83.62,66.06,100.0,77.95
13.6,55.81,62.58,71.16,91.77,67.22
11.8,76.82,96.15,99.12,70.18,86.62
29.2,71.86,95.66,57.84,74.47,87.29
18.9,63.39,46.59,77.04,73.84,60.7
13.7,80.2,93.12,54.94,95.9,81.14
19.5,93.57,63.88,65.92,92.53,73.69
8.5,99.95,51.53,76.38,84.03,62.56
16.1,80.39,58.41,97.33,69.59,70.96
20.7,70.24,74.32,69.56,100.0,75.71
17.2,61.26,70.65,53.25,85.86,65.89
15.0,62.85,61.83,69.41,100.0,66.71
29.8,73.97,59.27,57.29,82.45,65.86
27.0,68.36,93.83,61.5,94.75,88.22
20.6,95.69,100.0,80.9,95.51,94.37
19.2,68.41,92.43,53.37,70.07,80.53
20.5,68.67,63.91,73.24,100.0,68.54
10.0,69.18,57.69,80.47,55.93,66.26
14.9,91.83,57.53,71.09,92.71,68.15
6.0,82.54,50.0,50.96,100.0,58.49
16.9,80.71,78.15,99.28,72.91,84.02
18.6,66.71,81.9,68.36,86.51,81.44
10.7,90.9,85.54,88.93,83.45,86.52
29.1,51.92,89.54,66.28,92.06,84.08
27.7,93.54,65.85,73.75,97.74,73.61
23.1,75.64,66.75,69.42,84.32,73.99
18.3,69.91,86.38,67.13,94.83,79.69
26.7,74.86,68.98,51.09,68.68,72.36
8.3,83.37,55.25,68.0,65.51,61.58
24.8,50.64,69.9,94.47,77.2,75.12
8.1,93.58,58.76,84.52,88.96,67.18
24.9,72.34,52.77,57.27,62.8,57.83
11.9,67.15,93.38,79.56,88.79,86.77
26.9,56.91,99.26,94.61,75.38,93.22
28.6,71.97,61.77,85.0,94.88,72.08
8.7,74.82,46.5,57.43,55.29,52.78
16.6,70.18,89.31,93.39,89.0,85.39
29.5,83.93,61.54,65.08,86.39,71.3
17.1,71.04,68.74,72.7,100.0,74.19
26.6,98.07,51.83,76.31,90.25,66.99
19.7,79.96,59.49,92.53,95.37,71.09
14.4,90.37,91.89,96.58,100.0,91.04
12.1,55.47,91.89,96.48,89.54,87.81
10.1,69.86,55.46,50.4,67.53,58.8
24.0,66.84,67.35,96.09,99.26,79.28
14.7,78.47,52.46,52.72,90.54,62.14
17.8,93.06,49.79,63.29,75.02,59.86
17.3,53.92,100.0,75.75,90.08,86.33
19.4,53.63,85.16,74.0,97.82,84.57
26.6,92.52,80.51,80.24,100.0,82.81
29.5,60.64,94.78,73.97,100.0,88.04
15.2,83.44,94.96,96.72,72.07,90.04
25.7,77.14,96.11,62.03,74.8,86.45
24.1,91.64,48.22,63.7,59.3,58.35
19.3,56.25,57.0,96.04,68.14,67.85
28.9,56.49,87.96,53.84,97.35,81.31
10.0,77.84,65.55,80.48,72.87,72.91
7.7,97.32,100.0,84.09,86.08,91.19
26.3,70.75,87.81,75.28,87.82,83.42
16.0,66.35,100.0,84.71,94.17,90.48
26.2,80.33,59.95,58.64,62.66,64.4
27.3,96.52,100.0,92.63,70.8,94.96
6.6,91.85,61.26,57.0,75.84,64.7
27.1,99.77,100.0,70.04,72.44,90.69
16.2,51.13,54.32,53.76,100.0,60.38
17.8,55.64,76.32,77.26,96.39,77.5
20.7,80.47,93.78,83.49,78.99,89.87
28.2,91.03,74.42,97.06,99.78,82.59
5.5,64.26,69.74,86.97,72.6,71.5
16.9,61.96,100.0,77.06,93.91,91.86
22.2,89.35,72.18,96.63,66.98,80.49
23.1,52.82,83.17,73.92,93.06,81.37
22.3,68.47,49.96,78.06,77.5,62.91
8.4,75.29,93.05,79.8,60.16,80.6
12.5,78.02,82.64,70.5,67.89,78.35
14.0,86.43,68.44,91.92,75.63,77.81
25.1,67.74,48.5,59.26,91.02,65.97
12.0,80.63,79.1,77.74,58.31,76.6
10.3,79.27,43.85,86.11,88.15,61.41
28.9,77.38,48.74,95.2,91.51,67.6
5.2,82.02,78.53,94.2,88.35,77.33
29.9,62.97,60.31,75.44,92.56,71.7
21.9,54.23,58.08,82.16,63.84,71.05
25.7,55.96,86.91,69.71,83.54,84.86
12.4,61.23,46.94,73.41,100.0,63.66
5.4,75.01,60.42,95.31,86.26,71.36
23.4,92.02,55.99,96.54,86.36,73.25
25.9,85.06,82.58,94.77,92.51,82.69
23.5,89.45,86.76,56.92,70.08,80.99
8.6,67.55,85.85,92.5,90.57,83.54
23.8,70.23,62.45,97.42,100.0,75.48
24.2,69.68,52.61,68.06,54.62,60.5
21.5,59.59,51.17,75.93,98.07,64.92
24.2,53.06,72.83,88.95,66.27,75.1
26.1,79.55,100.0,78.1,77.49,91.54
20.3,99.46,59.15,99.67,98.6,74.92
7.2,58.34,57.56,72.79,95.57,65.82
17.2,52.33,51.21,85.7,99.74,63.85
6.9,88.98,78.4,89.63,100.0,81.32
15.2,62.63,85.35,74.71,76.84,78.34
15.2,91.48,83.14,92.85,88.39,83.96
6.7,85.2,93.68,77.31,74.16,84.83
13.7,97.28,73.3,70.58,71.77,70.85
7.8,70.45,50.41,55.39,74.9,55.35
25.2,83.1,64.92,69.67,91.33,73.71
28.7,73.24,88.36,86.7,80.27,84.78
6.8,81.53,78.83,96.06,96.46,85.8
28.9,72.48,80.53,62.58,91.01,82.01
18.1,59.43,86.41,67.76,55.09,76.73
12.5,75.39,81.99,57.7,84.97,74.81
6.9,76.43,94.95,84.54,76.9,86.95
17.5,90.53,80.41,98.01,78.71,81.31
24.9,86.78,94.19,82.05,95.84,87.49
22.7,83.19,61.73,80.85,82.23,70.84
6.3,55.67,82.58,77.67,98.94,79.77
6.8,86.03,96.17,54.42,88.91,83.29
15.1,75.02,67.67,86.48,82.83,73.22
12.4,94.7,90.47,80.1,92.54,89.1
10.8,95.99,86.73,83.07,56.9,78.48
12.0,52.76,47.17,94.94,57.05,58.69
25.1,91.03,82.42,89.2,59.52,83.57
28.2,51.88,56.27,89.05,77.22,67.25
15.1,68.36,100.0,96.36,67.55,89.36
27.7,77.11,96.99,99.5,100.0,96.82
13.0,57.41,50.48,79.06,81.85,60.58
16.9,87.32,52.38,55.44,86.45,61.21
10.7,50.42,78.88,72.96,68.32,73.09
21.0,58.43,66.99,89.38,71.45,72.03
29.5,79.04,50.94,51.39,69.85,56.01
20.1,85.72,78.53,52.84,88.11,75.83
13.9,95.83,67.44,53.36,76.89,65.6
21.2,85.27,52.42,86.55,81.07,67.22
8.1,83.59,90.55,75.06,84.1,82.73
27.2,69.72,100.0,68.44,92.55,90.64
17.6,50.06,90.68,55.28,57.84,77.06
16.2,56.01,94.21,86.61,94.04,89.49
19.6,76.73,58.87,66.05,82.12,65.15
20.6,83.76,61.99,63.27,87.25,70.98
6.8,70.87,54.55,82.62,71.34,60.35
22.1,86.53,92.53,77.95,75.15,86.44
11.0,76.09,100.0,68.12,65.65,87.16
22.8,53.71,89.85,82.07,100.0,88.48
25.6,59.6,100.0,63.56,78.66,86.08
25.1,92.0,85.85,89.74,100.0,87.45
18.8,86.25,68.9,61.47,78.18,68.95
18.0,94.74,70.95,57.94,64.47,71.13
8.6,55.88,47.1,89.12,80.72,60.36
24.4,99.51,49.21,85.39,57.1,64.67
11.8,60.47,85.27,59.13,98.79,79.51
17.4,50.59,71.53,55.81,94.28,75.53
12.1,99.87,76.76,91.92,91.81,82.35
8.3,64.05,75.95,88.83,85.82,76.41
20.7,83.4,62.85,66.36,82.97,66.53
6.4,58.83,70.47,82.91,100.0,74.31
23.7,79.01,75.36,56.21,67.27,72.41
12.9,95.2,67.18,75.35,93.5,69.46
5.0,66.01,90.74,50.94,82.13,76.33
17.8,83.51,72.41,69.58,100.0,76.86
6.2,59.4,78.08,53.74,94.61,71.71
11.9,81.24,97.3,73.76,100.0,91.09
22.7,66.82,98.78,71.08,83.68,86.14
6.6,60.56,95.41,72.22,64.56,83.67
26.0,65.66,64.0,52.27,78.32,68.52
5.1,58.94,43.63,68.08,89.64,58.12
11.2,95.1,59.02,87.82,93.99,68.46
23.5,69.86,63.77,68.45,54.14,67.56
12.9,62.26,98.43,85.76,80.4,88.21
7.5,72.42,81.2,68.47,65.87,72.28
14.0,66.03,49.1,71.16,98.02,61.79
11.8,87.22,51.66,78.19,62.34,60.31
26.1,98.56,57.17,97.53,89.17,76.16
12.8,71.9,81.67,55.44,66.63,74.58
24.7,93.05,91.53,51.65,70.93,79.39
27.3,78.29,99.77,80.4,100.0,93.03
15.8,57.86,100.0,97.45,67.87,90.81
27.7,84.53,60.41,99.49,60.72,73.05
14.4,75.67,62.91,74.21,57.91,68.59
29.1,82.53,63.15,73.4,79.63,73.1
7.2,94.48,63.69,82.25,87.02,71.45
22.2,72.02,100.0,77.78,71.03,89.28
17.3,95.06,79.7,81.7,89.41,78.49
14.7,87.53,88.7,93.7,58.67,87.28
20.8,74.43,75.65,87.32,98.11,80.53
22.6,80.16,48.51,74.84,95.32,67.64
5.1,66.28,45.38,73.09,100.0,60.01
9.2,99.18,75.04,81.98,100.0,83.07
22.8,83.37,89.97,72.79,72.18,85.3
21.7,52.19,59.43,72.89,74.33,63.93
29.2,66.33,92.07,50.82,90.35,82.23
24.0,81.17,95.84,58.7,60.22,83.11
28.8,52.82,73.35,74.43,70.17,73.49
22.6,51.19,91.57,91.13,61.4,85.28
12.5,72.5,67.99,63.94,76.58,66.43
7.6,66.63,82.98,76.13,82.17,78.85
24.5,71.91,93.19,67.25,64.6,84.26
21.1,63.13,100.0,55.24,54.64,81.25
6.2,58.24,62.58,97.91,91.84,76.19
14.0,84.46,68.86,92.73,56.56,73.73
28.9,75.73,58.61,53.92,100.0,65.97
17.5,60.01,57.49,85.99,66.24,63.79
15.8,65.98,86.34,67.38,87.24,80.97
16.4,79.59,99.94,99.74,77.72,93.52
10.2,53.61,66.74,65.12,56.89,66.71
14.2,57.37,55.05,61.94,77.33,61.15
14.2,53.66,61.37,78.39,80.54,65.91
6.3,90.62,69.19,91.76,98.24,80.12
24.2,87.62,64.7,59.63,90.2,71.31
15.4,87.67,58.63,85.47,59.1,66.93
25.6,85.82,91.84,53.07,63.64,81.36
26.3,83.47,48.36,95.95,71.35,67.81
10.3,73.85,75.44,54.05,59.06,66.2
21.4,82.11,94.05,95.71,78.58,91.44
16.8,51.92,61.01,74.54,100.0,68.81
27.0,81.07,84.3,72.4,80.07,83.48
10.4,88.89,83.25,98.67,93.01,84.51
21.9,75.02,85.87,99.52,90.12,87.39
20.2,67.88,72.81,82.51,97.45,81.58
12.4,63.87,64.51,56.36,64.17,66.26
8.4,82.14,92.68,75.31,92.21,79.57
21.3,84.64,91.9,76.46,98.66,90.69
23.5,93.55,66.33,75.72,63.12,71.57
12.9,67.12,50.05,78.47,72.05,60.23
21.1,88.49,50.64,50.94,100.0,60.0
14.9,78.07,50.13,85.56,94.17,64.36
22.8,94.14,81.81,85.62,69.27,81.16
10.0,76.39,46.1,55.77,81.55,53.9
27.3,75.88,68.41,78.51,74.93,71.97
12.2,78.89,88.85,78.42,79.21,81.46
14.2,87.47,61.92,84.12,72.81,70.75
6.5,98.23,87.75,54.27,67.23,76.84
7.8,53.68,87.07,81.33,88.62,83.23
17.9,52.67,60.12,64.04,92.77,66.48
11.7,96.88,87.24,75.35,98.22,82.22
25.9,76.49,92.64,88.67,63.09,88.83
5.4,80.75,65.47,85.28,96.26,71.1
14.5,74.12,56.98,55.95,66.1,62.07
13.4,54.68,75.3,79.56,76.14,73.06
5.5,88.4,96.93,98.46,100.0,91.76
8.1,87.36,80.81,57.84,76.2,73.82
15.3,65.59,54.97,92.65,65.41,67.8
17.3,65.31,86.16,85.13,63.1,82.16
15.1,91.89,70.16,88.7,78.97,76.46
18.3,53.62,80.98,64.1,91.98,81.3
19.9,94.06,90.01,64.39,100.0,82.08
5.2,62.83,72.46,95.3,95.09,75.77
16.6,79.65,93.82,67.99,97.93,84.81
29.1,96.8,92.06,53.15,90.58,81.82
18.0,83.91,82.3,80.03,99.57,82.25
21.9,70.72,55.62,56.24,57.18,61.65
12.8,84.48,94.0,89.83,100.0,89.8
24.3,67.2,100.0,82.09,74.75,90.53
24.3,63.86,55.51,93.74,100.0,68.98
18.0,99.83,74.69,89.24,59.14,76.18
29.4,87.54,64.35,55.61,89.1,69.44
8.1,82.24,87.7,69.05,90.92,82.88
5.4,67.76,84.92,88.73,100.0,80.74
24.3,52.46,55.74,70.87,92.69,65.81
25.2,51.55,100.0,98.62,75.05,95.87
8.0,77.71,53.26,86.79,83.07,64.83
11.6,88.1,91.32,50.77,71.38,74.91
5.4,76.87,69.04,94.0,65.44,75.5
12.3,92.04,63.39,55.04,65.73,65.84
24.3,51.67,56.78,57.03,64.52,63.14
17.9,68.34,55.43,86.72,82.64,64.79
13.7,61.85,83.82,93.25,100.0,88.14
14.3,72.36,77.32,76.82,100.0,77.8
5.0,53.62,48.83,64.45,56.61,53.69
12.5,97.71,50.51,67.57,58.04,58.14
21.2,61.16,50.7,67.14,66.29,62.04
29.4,96.12,93.45,66.33,66.73,85.54
26.2,71.29,90.57,62.15,58.47,81.95
5.6,99.28,45.19,80.44,74.25,59.85
27.5,77.7,81.87,95.02,85.09,85.88
24.6,96.54,52.46,65.35,82.83,62.96
24.5,50.27,100.0,59.33,80.73,90.11
16.4,87.41,99.35,91.93,72.45,89.23
15.0,95.15,86.39,87.09,90.55,86.91
12.6,56.99,99.35,96.54,97.11,94.24
6.6,54.81,90.67,58.28,70.81,79.78
10.7,71.23,92.92,57.21,57.71,81.21
11.2,96.68,77.54,77.07,69.44,76.4
17.1,77.12,63.49,80.72,61.71,70.19
23.7,76.37,60.18,74.01,77.81,72.26
16.8,57.06,64.67,79.95,62.6,68.75
6.4,50.04,79.63,59.02,76.68,70.27
28.9,90.51,59.03,73.98,65.49,67.8
28.6,54.38,64.1,82.9,91.91,71.73
24.6,81.69,75.46,71.64,55.68,75.37
29.8,95.73,62.92,83.97,82.78,76.72
18.6,60.43,80.9,72.56,62.82,76.36
29.1,83.26,100.0,66.68,54.05,84.46
6.9,53.93,86.96,65.18,97.37,81.73
14.1,80.19,84.22,70.55,87.81,77.4
10.6,58.2,78.14,51.15,58.02,66.14
9.9,86.8,72.25,83.43,88.21,76.08
8.5,65.06,53.74,92.26,86.12,67.31
20.6,73.17,99.86,67.73,77.73,89.05
24.5,79.97,62.26,52.3,74.1,65.67
19.5,58.56,51.33,99.34,100.0,73.28
8.7,87.08,87.61,63.18,66.05,78.28
25.3,65.13,58.13,56.33,73.3,65.71
20.9,83.12,68.58,68.49,70.57,72.89
14.7,57.91,46.11,86.93,93.78,60.9
21.9,84.41,54.79,64.7,99.7,66.35
11.5,56.41,53.84,78.74,97.21,69.59
13.6,71.27,47.34,70.78,94.14,60.35
27.9,62.36,87.77,55.89,100.0,81.43
12.3,87.42,93.91,66.51,88.85,85.54
16.7,63.1,67.41,86.24,92.72,74.12
27.3,94.09,100.0,80.6,100.0,93.74
22.7,94.59,59.61,55.99,53.71,62.33
6.6,59.82,61.5,58.17,85.19,66.46
8.7,80.69,51.65,82.04,91.87,64.82
5.2,54.39,78.79,90.67,100.0,77.88
20.8,69.58,71.43,67.47,98.24,72.28
16.2,85.67,81.66,79.77,96.89,86.81
8.4,82.97,88.22,58.53,100.0,80.57
28.9,81.24,81.41,65.57,80.8,80.9
18.2,64.13,83.12,51.01,53.41,71.28
11.0,68.9,99.42,88.41,55.85,88.44
17.5,55.15,63.19,70.05,81.43,70.95
22.0,85.95,68.15,90.81,77.21,75.28
6.9,75.19,85.13,85.42,77.69,82.39
11.9,85.44,80.25,91.44,75.51,78.52
25.2,62.45,58.27,64.28,99.75,71.85
16.5,66.22,67.52,59.26,71.52,68.21
18.7,66.71,73.68,98.6,98.73,81.09
15.8,51.29,69.9,85.87,100.0,75.82
6.1,67.05,52.53,91.7,80.48,64.21
9.1,90.17,98.2,50.66,75.39,81.75
16.1,94.86,90.57,67.72,92.11,80.42
10.2,75.91,71.94,87.14,90.63,76.62
6.2,72.78,82.66,53.9,69.66,72.82
26.1,51.54,100.0,78.37,59.83,89.39
29.5,93.96,57.02,71.45,67.53,66.45
24.8,50.65,62.46,50.88,59.6,61.44
26.3,97.24,80.45,61.8,68.45,77.75
11.0,74.46,91.24,64.24,66.94,77.24
29.0,67.1,50.88,55.59,85.23,62.03
9.9,96.21,100.0,81.58,100.0,89.05
28.8,51.22,75.93,62.12,88.02,78.06
29.9,79.07,70.52,63.88,100.0,77.35
22.8,77.45,64.4,94.91,94.9,75.22
29.5,60.97,59.31,73.36,90.79,71.33
19.2,71.44,93.25,69.61,74.88,84.68
11.5,82.61,100.0,86.19,71.41,88.17
15.9,86.36,69.59,95.48,98.04,75.58
19.8,50.04,100.0,51.25,98.34,86.83
6.8,96.84,91.47,72.41,76.93,81.76
20.6,58.23,75.04,80.54,55.28,76.48
29.5,61.68,89.29,65.93,93.59,85.02
9.8,63.17,69.04,88.62,69.57,71.37
24.8,51.89,80.96,98.57,56.4,84.99
27.7,56.15,51.79,97.17,96.08,71.78
28.6,99.32,90.36,63.3,79.67,78.2
29.0,65.76,51.87,61.32,87.94,62.71
18.0,55.77,94.43,97.87,100.0,89.75
29.4,55.35,98.32,72.93,81.44,88.08
23.9,85.97,61.39,60.41,78.78,67.27
9.0,92.73,62.12,85.35,69.65,70.15
16.9,62.85,73.95,64.22,69.11,72.25
23.0,51.05,82.7,63.36,93.63,81.44
11.2,61.15,60.6,93.96,78.09,71.45
21.0,52.83,81.85,58.12,61.67,75.36
21.7,55.17,64.38,53.22,57.92,64.21
9.1,71.58,46.06,63.46,77.46,59.07
19.1,61.5,45.88,80.35,78.07,60.56
24.3,75.8,53.36,56.15,86.04,62.3
17.5,62.67,92.79,73.58,77.96,81.1
5.3,97.03,99.28,81.37,62.05,89.27
5.2,95.3,67.18,92.44,80.94,74.08
13.9,78.34,74.93,61.49,99.03,80.58
28.2,67.72,57.27,90.87,63.42,68.75
10.7,69.06,76.27,61.75,88.2,73.94
20.9,70.59,54.95,83.84,84.72,69.09
10.6,86.38,79.85,71.53,91.72,76.6
13.0,72.58,99.9,55.73,60.87,83.52
26.2,92.84,59.6,85.71,100.0,74.46
23.2,97.2,92.83,60.89,84.7,84.84
7.4,66.8,43.63,58.83,95.88,58.14
15.7,78.03,67.24,67.92,66.41,67.36
5.7,54.75,48.35,82.66,91.93,62.33
17.0,60.02,66.25,61.7,92.75,72.31
21.6,70.67,56.89,59.18,73.42,61.97
8.0,60.31,64.8,50.5,72.23,62.39
12.2,93.83,68.71,73.58,87.3,77.61
14.9,57.91,62.51,71.43,58.96,66.29
28.0,72.78,87.8,61.69,90.48,82.32
29.8,80.28,100.0,52.68,55.3,86.42
6.1,84.59,65.87,71.46,63.82,66.3
24.0,69.15,58.74,89.41,88.57,69.12
14.3,93.45,60.53,85.76,60.07,71.2
14.8,78.42,95.68,93.04,100.0,90.44
23.9,71.98,81.47,50.48,96.45,82.22
28.0,53.36,75.7,98.32,87.22,81.76
28.8,73.23,57.62,67.07,94.97,72.81
19.4,91.04,72.8,99.52,100.0,80.3
13.9,80.73,60.88,62.63,66.73,66.39
24.7,91.61,100.0,73.58,96.88,93.92
11.3,74.7,96.43,67.7,63.8,84.98
19.1,55.92,50.76,67.79,74.74,62.56
14.0,50.68,75.2,92.11,83.44,77.37
21.4,65.16,59.92,87.32,90.93,69.46
11.0,84.9,67.95,99.61,57.49,73.96
9.8,89.51,95.55,80.68,69.37,86.82
28.0,64.79,80.05,73.16,84.82,79.51
7.5,74.78,62.3,54.5,71.14,63.32
17.6,71.06,57.75,99.83,94.74,73.78
10.5,70.53,91.17,77.58,87.23,82.99
6.0,61.57,79.27,85.02,66.82,77.17
5.9,56.82,69.85,70.34,61.52,67.3
9.4,59.83,55.87,77.39,86.09,63.74
26.7,52.77,68.06,97.13,78.35,78.64
12.1,59.91,100.0,58.32,61.95,81.37
28.8,50.46,79.85,64.62,70.2,75.75
19.5,81.36,69.89,57.6,68.61,69.64
15.9,65.82,76.06,89.61,60.79,79.4
19.5,98.66,92.59,53.1,80.54,83.13
17.9,59.69,65.78,54.08,91.42,68.86
24.0,67.29,57.92,64.92,82.67,65.63
12.1,67.89,78.73,75.71,95.85,78.62
13.8,50.42,84.05,70.31,60.6,76.26
27.4,91.96,90.98,52.24,74.91,82.75
28.7,51.6,100.0,97.87,86.34,94.95
27.3,97.01,70.46,97.64,89.66,84.25
15.5,94.6,49.17,63.97,88.63,60.99
24.5,76.78,100.0,86.58,91.64,91.07
16.9,77.18,71.17,78.93,87.31,80.78
17.4,82.69,82.62,61.87,58.42,75.12
10.1,69.35,83.01,63.11,88.56,80.03
19.8,82.36,78.73,74.56,90.71,82.56
9.7,52.24,55.23,70.96,100.0,66.45
13.3,52.7,89.3,64.56,88.54,80.68
26.4,72.86,96.15,90.38,89.76,93.43
10.2,77.48,76.24,74.07,80.18,73.16
6.8,94.39,71.35,82.74,98.36,80.39
6.7,55.23,48.85,59.46,100.0,57.09
28.5,91.13,53.59,76.68,93.55,68.61
17.7,60.5,65.68,65.9,84.58,69.54
15.2,69.7,63.21,76.32,58.53,67.03
25.3,65.83,100.0,89.04,91.68,93.18
25.9,70.01,94.79,88.45,90.74,94.3
13.3,57.52,83.59,67.71,92.84,81.04
22.3,75.18,77.75,84.71,61.31,78.94
24.3,90.08,57.33,97.06,88.51,72.95
21.4,72.08,100.0,81.28,69.67,92.15
8.8,74.53,65.14,57.42,91.46,66.39
26.9,92.44,54.49,83.99,67.06,70.86
18.5,85.3,75.18,55.25,87.52,74.1
12.1,74.52,96.07,93.61,70.37,91.32
15.6,62.88,97.92,75.83,55.0,84.85
5.9,94.25,42.43,69.26,85.83,57.29
8.2,78.85,95.64,52.85,58.83,81.54
24.1,61.06,63.52,69.04,87.1,74.29
5.0,63.46,43.84,95.16,100.0,65.84
